,model_name,dataset_path,dataset_name,task_type,batch_size,metric,model,target_dataset,runtime,score
1,ibombonato/vit-age-classifier,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,ibombonato/vit-age-classifier,pets,15.125292301177979,26.813217667516483
0,ipvikas/rare-puppers,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,ipvikas/rare-puppers,pets,14.519971132278442,0.8015983144509553
1,ipvikas/rare-puppers,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,ipvikas/rare-puppers,pets,14.642823696136475,26.01476975336676
0,ismgar01/vit-base-cats-vs-dogs,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,ismgar01/vit-base-cats-vs-dogs,pets,15.316438913345337,0.6274649254356557
1,ismgar01/vit-base-cats-vs-dogs,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,ismgar01/vit-base-cats-vs-dogs,pets,15.450015306472778,22.453948604311112
0,imjeffhi/pokemon_classifier,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,imjeffhi/pokemon_classifier,pets,15.47364091873169,0.718389164995784
1,imjeffhi/pokemon_classifier,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,imjeffhi/pokemon_classifier,pets,15.751731634140015,24.062928844321995
0,iyzg/computer-stuff,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,iyzg/computer-stuff,pets,25.340669631958008,0.6725780011987461
1,iyzg/computer-stuff,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,iyzg/computer-stuff,pets,25.45516085624695,22.94717901649843
0,jadohu/BEiT-finetuned,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,jadohu/BEiT-finetuned,pets,15.924156188964844,0.8601173690902764
1,jadohu/BEiT-finetuned,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,jadohu/BEiT-finetuned,pets,16.168332815170288,26.914174914034245
0,jeffboudier/vision-transformers-spain-or-italy-fan,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,jeffboudier/vision-transformers-spain-or-italy-fan,pets,14.589046001434326,0.8920383888828219
1,jeffboudier/vision-transformers-spain-or-italy-fan,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,jeffboudier/vision-transformers-spain-or-italy-fan,pets,14.71164083480835,27.360244645330525
0,jemole/swin-tiny-patch4-window7-224-finetuned-eurosat,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,jemole/swin-tiny-patch4-window7-224-finetuned-eurosat,pets,18.369513511657715,0.867617767223886
1,jemole/swin-tiny-patch4-window7-224-finetuned-eurosat,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,jemole/swin-tiny-patch4-window7-224-finetuned-eurosat,pets,18.479998111724854,27.61935165926652
0,jjhoffstein/lotr,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,jjhoffstein/lotr,pets,25.932002305984497,0.8447716323588573
1,jjhoffstein/lotr,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,jjhoffstein/lotr,pets,26.067925453186035,26.625900110111054
0,jasmeen/dogs,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,jasmeen/dogs,pets,15.076406955718994,0.7286371299257008
1,jasmeen/dogs,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,jasmeen/dogs,pets,15.260326623916626,24.732061859189038
0,jmarshall/rare-puppers,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,jmarshall/rare-puppers,pets,15.640707731246948,0.8035986548337429
1,jmarshall/rare-puppers,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,jmarshall/rare-puppers,pets,15.915562868118286,26.096145780719596
0,johnnydevriese/vit-airplanes,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,johnnydevriese/vit-airplanes,pets,14.52467679977417,0.5913518606927387
1,johnnydevriese/vit-airplanes,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,johnnydevriese/vit-airplanes,pets,14.639309167861938,20.306506173157786
0,jaygala24/finetuned-vit-base-patch16-224-upside-down-detector,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,jaygala24/finetuned-vit-base-patch16-224-upside-down-detector,pets,15.447198152542114,0.7524645845533793
1,jaygala24/finetuned-vit-base-patch16-224-upside-down-detector,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,jaygala24/finetuned-vit-base-patch16-224-upside-down-detector,pets,15.738848447799683,24.617023576609945
0,johnnydevriese/vit_beans,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,johnnydevriese/vit_beans,pets,15.185467958450317,0.8089912150132436
1,johnnydevriese/vit_beans,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,johnnydevriese/vit_beans,pets,15.303576946258545,25.74797914203541
0,juanfiguera/ice_cream,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,juanfiguera/ice_cream,pets,24.312789916992188,0.8835923920157801
1,juanfiguera/ice_cream,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,juanfiguera/ice_cream,pets,24.425395250320435,27.228269630203584
0,julien-c/hotdog-not-hotdog,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,julien-c/hotdog-not-hotdog,pets,15.672779321670532,0.8373279361901429
1,julien-c/hotdog-not-hotdog,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,julien-c/hotdog-not-hotdog,pets,15.927615404129028,26.512214965538313
0,karthiksv/vit-base-beans,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,karthiksv/vit-base-beans,pets,15.100964784622192,0.9236958258981137
1,karthiksv/vit-base-beans,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,karthiksv/vit-base-beans,pets,15.219360589981079,27.789534417800155
0,karthiksv/vit-base-patch16-224-cifar10,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,karthiksv/vit-base-patch16-224-cifar10,pets,15.471553325653076,0.9191198002420843
1,karthiksv/vit-base-patch16-224-cifar10,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,karthiksv/vit-base-patch16-224-cifar10,pets,15.748955011367798,27.70528573881588
0,lewtun/oz-fauna,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,lewtun/oz-fauna,pets,15.234119415283203,0.6735181889597134
1,lewtun/oz-fauna,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,lewtun/oz-fauna,pets,15.471522331237793,23.243704275220338
0,lysandre/tiny-vit-random,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,lysandre/tiny-vit-random,pets,15.117582559585571,0.3952070857142411
1,lysandre/tiny-vit-random,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,lysandre/tiny-vit-random,pets,15.100919485092163,0.5170968527820543
0,matteopilotto/vit-base-patch16-224-in21k-snacks,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,matteopilotto/vit-base-patch16-224-in21k-snacks,pets,15.230830192565918,0.7663649184602355
1,matteopilotto/vit-base-patch16-224-in21k-snacks,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,matteopilotto/vit-base-patch16-224-in21k-snacks,pets,15.34828782081604,25.213328029990286
0,karthiksv/vit-base-patch16-224-in21k-finetuned-cifar10,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,karthiksv/vit-base-patch16-224-in21k-finetuned-cifar10,pets,14.659618139266968,0.9244732349350742
1,karthiksv/vit-base-patch16-224-in21k-finetuned-cifar10,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,karthiksv/vit-base-patch16-224-in21k-finetuned-cifar10,pets,14.7808096408844,27.7721780964077
0,meame2010/rare-puppers,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,meame2010/rare-puppers,pets,15.700499057769775,0.6915988675708737
1,meame2010/rare-puppers,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,meame2010/rare-puppers,pets,15.977892398834229,23.67326694227406
0,mehnaazasad/swin-tiny-patch4-window7-224-finetuned-eurosat,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,mehnaazasad/swin-tiny-patch4-window7-224-finetuned-eurosat,pets,18.283244848251343,0.8628583976744482
1,mehnaazasad/swin-tiny-patch4-window7-224-finetuned-eurosat,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,mehnaazasad/swin-tiny-patch4-window7-224-finetuned-eurosat,pets,18.46920394897461,27.627137094235792
0,mbyanfei/swin-tiny-patch4-window7-224-finetuned-eurosat,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,mbyanfei/swin-tiny-patch4-window7-224-finetuned-eurosat,pets,18.594386100769043,0.7208265844968333
1,mbyanfei/swin-tiny-patch4-window7-224-finetuned-eurosat,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,mbyanfei/swin-tiny-patch4-window7-224-finetuned-eurosat,pets,18.829445838928223,24.680272733245225
0,microsoft/beit-base-patch16-224,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,microsoft/beit-base-patch16-224,pets,15.041009664535522,0.9623207946943234
1,microsoft/beit-base-patch16-224,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,microsoft/beit-base-patch16-224,pets,15.150381326675415,28.097730469806255
0,microsoft/beit-base-patch16-224-pt22k,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,microsoft/beit-base-patch16-224-pt22k,pets,15.681210041046143,0.4325971646168867
1,microsoft/beit-base-patch16-224-pt22k,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,microsoft/beit-base-patch16-224-pt22k,pets,15.811500310897827,12.36905950516016
0,micole66/dwarf-goats,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,micole66/dwarf-goats,pets,15.324628114700317,0.8747489214349408
1,micole66/dwarf-goats,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,micole66/dwarf-goats,pets,15.42521333694458,27.089794293858425
0,microsoft/beit-base-patch16-224-pt22k-ft22k,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,microsoft/beit-base-patch16-224-pt22k-ft22k,pets,15.757307767868042,0.865919629132746
1,microsoft/beit-base-patch16-224-pt22k-ft22k,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,microsoft/beit-base-patch16-224-pt22k-ft22k,pets,16.048503160476685,27.008843267199467
0,microsoft/beit-base-patch16-384,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,microsoft/beit-base-patch16-384,pets,32.22716045379639,0.9798900030133324
1,microsoft/beit-base-patch16-384,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,microsoft/beit-base-patch16-384,pets,32.52052283287048,28.22342227143043
0,microsoft/beit-large-patch16-224-pt22k-ft22k,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,microsoft/beit-large-patch16-224-pt22k-ft22k,pets,28.762664556503296,0.9613682503834498
1,microsoft/beit-large-patch16-224-pt22k-ft22k,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,microsoft/beit-large-patch16-224-pt22k-ft22k,pets,29.222776651382446,29.766238353413044
0,microsoft/swin-base-patch4-window12-384,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,microsoft/swin-base-patch4-window12-384,pets,51.08299469947815,1.0297469112467175
1,microsoft/swin-base-patch4-window12-384,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,microsoft/swin-base-patch4-window12-384,pets,51.53916144371033,30.878708209526486
0,microsoft/beit-large-patch16-224,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,microsoft/beit-large-patch16-224,pets,38.550292015075684,1.0887495338766513
1,microsoft/beit-large-patch16-224,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,microsoft/beit-large-patch16-224,pets,40.215169191360474,30.643543778648006
0,microsoft/swin-base-patch4-window7-224-in22k,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,microsoft/swin-base-patch4-window7-224-in22k,pets,23.81075406074524,0.8853612810493164
1,microsoft/swin-base-patch4-window7-224-in22k,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,microsoft/swin-base-patch4-window7-224-in22k,pets,24.272321224212646,29.224715050646015
0,microsoft/swin-base-patch4-window7-224,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,microsoft/swin-base-patch4-window7-224,pets,25.008713722229004,0.9891537152802443
1,microsoft/swin-base-patch4-window7-224,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,microsoft/swin-base-patch4-window7-224,pets,25.686992645263672,30.498206393020745
0,microsoft/swin-base-patch4-window12-384-in22k,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,microsoft/swin-base-patch4-window12-384-in22k,pets,50.30419373512268,0.9100079878603556
1,microsoft/swin-base-patch4-window12-384-in22k,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,microsoft/swin-base-patch4-window12-384-in22k,pets,51.019619941711426,29.53636579169192
0,microsoft/beit-large-patch16-384,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,microsoft/beit-large-patch16-384,pets,97.15538668632507,1.1248985741202424
1,microsoft/beit-large-patch16-384,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,microsoft/beit-large-patch16-384,pets,97.60385155677795,30.960395206179253
0,microsoft/swin-small-patch4-window7-224,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,microsoft/swin-small-patch4-window7-224,pets,20.779288291931152,1.0057263410486608
1,microsoft/swin-small-patch4-window7-224,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,microsoft/swin-small-patch4-window7-224,pets,21.027729272842407,29.51241425781423
0,microsoft/swin-large-patch4-window12-384,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,microsoft/swin-large-patch4-window12-384,pets,75.71149682998657,1.0901486820522504
1,microsoft/swin-large-patch4-window12-384,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,microsoft/swin-large-patch4-window12-384,pets,76.67986059188843,32.98392284123257
0,microsoft/swin-large-patch4-window12-384-in22k,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,microsoft/swin-large-patch4-window12-384-in22k,pets,76.0401816368103,0.9642315443389756
1,microsoft/swin-large-patch4-window12-384-in22k,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,microsoft/swin-large-patch4-window12-384-in22k,pets,77.12587285041809,32.03912104992238
0,microsoft/swin-tiny-patch4-window7-224,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,microsoft/swin-tiny-patch4-window7-224,pets,18.553712129592896,0.9189429838619221
1,microsoft/swin-tiny-patch4-window7-224,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,microsoft/swin-tiny-patch4-window7-224,pets,18.811917066574097,28.23696245191947
0,microsoft/swin-large-patch4-window7-224,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,microsoft/swin-large-patch4-window7-224,pets,71.00012135505676,1.051786135596246
1,microsoft/swin-large-patch4-window7-224,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,microsoft/swin-large-patch4-window7-224,pets,72.72785973548889,32.67441808005746
0,mmekias/vit-base-beans,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,mmekias/vit-base-beans,pets,14.548194169998169,0.8872696111668856
1,mmekias/vit-base-beans,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,mmekias/vit-base-beans,pets,14.662639617919922,27.151596183642283
0,mmgyorke/vit-world-landmarks,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,mmgyorke/vit-world-landmarks,pets,15.069755792617798,0.8042361477262954
1,mmgyorke/vit-world-landmarks,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,mmgyorke/vit-world-landmarks,pets,15.25853681564331,25.86771391188662
0,microsoft/swin-large-patch4-window7-224-in22k,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,microsoft/swin-large-patch4-window7-224-in22k,pets,33.416353702545166,0.9478944922538004
1,microsoft/swin-large-patch4-window7-224-in22k,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,microsoft/swin-large-patch4-window7-224-in22k,pets,35.10808539390564,31.851230873931296
0,mrm8488/data2vec-base-finetuned-imagenet1k,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,mrm8488/data2vec-base-finetuned-imagenet1k,pets,15.354252815246582,0.8415498935772447
1,mrm8488/data2vec-base-finetuned-imagenet1k,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,mrm8488/data2vec-base-finetuned-imagenet1k,pets,15.460771322250366,27.34762229894234
0,nateraw/doggos-lol,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nateraw/doggos-lol,pets,15.506669282913208,0.7160621455877482
1,nateraw/doggos-lol,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,nateraw/doggos-lol,pets,15.715527534484863,24.286811546306254
0,nateraw/baseball-stadium-foods,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nateraw/baseball-stadium-foods,pets,14.528515577316284,0.7311047134564072
1,nateraw/baseball-stadium-foods,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,nateraw/baseball-stadium-foods,pets,14.646388053894043,24.367714224834657
0,mrm8488/vit-base-patch16-224_finetuned-pneumothorax,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,mrm8488/vit-base-patch16-224_finetuned-pneumothorax,pets,15.673385381698608,0.8980908277826587
1,mrm8488/vit-base-patch16-224_finetuned-pneumothorax,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,mrm8488/vit-base-patch16-224_finetuned-pneumothorax,pets,15.952504873275757,27.46367227962302
0,nateraw/baked-goods,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nateraw/baked-goods,pets,15.737226009368896,0.8214506764231431
1,nateraw/baked-goods,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,nateraw/baked-goods,pets,15.981053113937378,26.185531542163098
0,nateraw/denver-nyc-paris,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nateraw/denver-nyc-paris,pets,15.102011919021606,0.8686697468852007
1,nateraw/denver-nyc-paris,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,nateraw/denver-nyc-paris,pets,15.314859867095947,27.04870877934253
0,nateraw/donut-or-bagel,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nateraw/donut-or-bagel,pets,15.709357023239136,0.8410793728784717
1,nateraw/donut-or-bagel,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,nateraw/donut-or-bagel,pets,15.86922550201416,26.57689220754215
0,nateraw/food,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nateraw/food,pets,15.6093270778656,0.8164461210144943
1,nateraw/food,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,nateraw/food,pets,15.805485486984253,25.91015430807016
0,nateraw/ex-for-evan,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nateraw/ex-for-evan,pets,14.40190076828003,0.7002795065705374
1,nateraw/ex-for-evan,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,nateraw/ex-for-evan,pets,14.509463548660278,23.896492919037108
0,nateraw/pasta-shapes,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nateraw/pasta-shapes,pets,14.920281410217285,0.7901409829251774
1,nateraw/pasta-shapes,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,nateraw/pasta-shapes,pets,15.137547969818115,25.786831029983524
0,nateraw/rare-puppers,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nateraw/rare-puppers,pets,15.061028242111206,0.7836674932452543
1,nateraw/rare-puppers,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,nateraw/rare-puppers,pets,15.253750801086426,25.625913325473107
0,nateraw/pasta-pizza-ravioli,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nateraw/pasta-pizza-ravioli,pets,15.925121784210205,0.7941800750812187
1,nateraw/pasta-pizza-ravioli,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,nateraw/pasta-pizza-ravioli,pets,16.20640754699707,25.69818404075697
0,nateraw/huggingpics-package-demo-2,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nateraw/huggingpics-package-demo-2,pets,15.537153720855713,0.7881678000483145
1,nateraw/huggingpics-package-demo-2,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,nateraw/huggingpics-package-demo-2,pets,15.814674377441406,25.730864135873606
0,nateraw/planes-trains-automobiles,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nateraw/planes-trains-automobiles,pets,14.480244398117065,0.5644817164692354
1,nateraw/planes-trains-automobiles,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,nateraw/planes-trains-automobiles,pets,14.581420660018921,19.86785172340298
0,nateraw/rare-puppers-09-04-2021,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nateraw/rare-puppers-09-04-2021,pets,15.26797366142273,0.7950824253875476
1,nateraw/rare-puppers-09-04-2021,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,nateraw/rare-puppers-09-04-2021,pets,15.38942575454712,25.87284111162871
0,nateraw/rare-puppers-123,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nateraw/rare-puppers-123,pets,15.596531629562378,0.8093518471090954
1,nateraw/rare-puppers-123,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,nateraw/rare-puppers-123,pets,15.718494653701782,26.060843463563366
0,nateraw/rare-puppers-demo,pets,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,nateraw/rare-puppers-demo,pets,15.148123741149902,0.803986785668987
